Name,Team,G,PA,H,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
Luis Quinones,- - -,442,1113,227,19,102,106,9,6.70%,13.80%,0.115,0.247,0.226,0.282,0.341,0.28,71,-2,-40.1,-2.2,-0.6,1010614
Mario Guerrero,- - -,697,2414,578,7,166,170,8,3.50%,6.30%,0.055,0.27,0.257,0.285,0.312,0.272,67,-2.7,-93,7.6,-0.6,1005118
Wilson Valdez,- - -,439,1240,270,6,131,107,17,5.60%,14.00%,0.076,0.273,0.236,0.281,0.313,0.262,58,2.5,-60.7,15.9,-0.6,1863
John Gochnauer,- - -,264,1030,170,0,94,87,18,8.40%,,0.053,,0.187,0.258,0.24,0.247,54,-1.8,-62.8,21.3,-0.6,1004791
Mickey Lolich,- - -,477,1017,90,0,63,31,1,10.30%,35.60%,0.011,0.196,0.11,0.215,0.121,0.174,4,0.1,-107.8,74.2,-0.6,1007712
Wayne Nordhagen,- - -,502,1500,401,39,147,205,1,3.60%,10.80%,0.148,0.292,0.282,0.306,0.429,0.325,99,-2,-3,-53.2,-0.7,1009626
Jermaine Allensworth,- - -,342,1190,268,15,155,114,42,8.70%,19.20%,0.107,0.317,0.26,0.339,0.367,0.318,87,-0.4,-19.9,-24.5,-0.7,1000148
Parke Wilson,Giants,366,1400,336,3,194,170,54,7.60%,5.20%,0.06,0.271,0.265,0.327,0.325,0.317,77,-1.1,-53.5,-11.2,-0.7,1014100
Quinton McCracken,- - -,998,2779,675,21,359,244,89,8.20%,16.00%,0.1,0.324,0.274,0.336,0.374,0.315,79,-0.5,-77.1,-22.8,-0.7,1377
Dayan Viciedo,White Sox,483,1798,425,66,200,211,2,5.30%,21.60%,0.17,0.291,0.254,0.298,0.424,0.315,96,-12.2,-20.4,-44.5,-0.7,3917
Mickey Haslin,- - -,318,1064,265,9,125,109,8,5.50%,6.00%,0.078,0.284,0.272,0.316,0.35,0.31,71,1.2,-37.7,-3.6,-0.7,1005475
Alex Sanchez,- - -,427,1651,452,6,193,111,122,4.60%,14.10%,0.076,0.344,0.296,0.33,0.372,0.31,87,-0.5,-28.6,-34.3,-0.7,708
Chris Gwynn,- - -,599,1100,263,17,119,118,2,6.50%,15.50%,0.108,0.296,0.261,0.308,0.369,0.301,85,-1.4,-22.1,-21,-0.7,1005165
Gene Desautels,- - -,712,2310,469,3,211,187,12,10.00%,7.30%,0.052,0.253,0.233,0.315,0.285,0.291,60,-1.2,-121.6,31.6,-0.7,1003227
Don Hahn,- - -,454,1149,235,7,104,74,11,10.60%,13.80%,0.067,0.271,0.236,0.319,0.303,0.29,79,0.2,-27.7,-15.1,-0.7,1005202
Ryan Christenson,- - -,452,1154,222,16,159,102,16,9.90%,22.20%,0.106,0.28,0.222,0.303,0.329,0.287,66,-1.6,-52.1,4.5,-0.7,1594
Herm Winningham,- - -,868,2069,452,19,212,147,105,7.60%,20.20%,0.094,0.296,0.239,0.296,0.334,0.282,73,-0.8,-65.7,-7.8,-0.7,1014139
Walter Blair,- - -,442,1380,272,3,80,106,18,6.20%,13.20%,0.058,0.272,0.217,0.272,0.275,0.27,60,-1.3,-63.6,15.5,-0.7,1001032
Charley O'Leary,- - -,955,3581,731,3,317,213,74,4.60%,7.60%,0.046,0.239,0.226,0.27,0.272,0.267,67,-5.8,-132.1,8.4,-0.7,1009765
John Boccabella,- - -,551,1595,320,26,117,148,3,6.00%,15.40%,0.098,0.244,0.219,0.267,0.317,0.261,57,-1.6,-78.9,23,-0.7,1001104
Jack O'Neill,- - -,303,1045,185,1,74,74,20,5.00%,,0.039,,0.196,0.258,0.235,0.246,55,-1.9,-56.1,14.5,-0.7,1009812
Candy Cummings,- - -,247,1085,227,0,148,107,3,1.50%,4.70%,0.044,0.223,0.212,0.224,0.256,0.223,67,0.5,-64.4,7.2,-0.7,1002872
Billy Zitzmann,- - -,406,1142,268,3,197,89,42,7.30%,7.40%,0.069,0.289,0.267,0.333,0.336,0.318,81,3.7,-25.4,-20.2,-0.8,1014456
Terry Shumpert,- - -,854,2214,497,49,295,223,85,7.50%,16.70%,0.156,0.285,0.252,0.315,0.409,0.317,78,3.4,-57.2,-20.4,-0.8,449
Ralph Young,- - -,1022,4336,898,4,480,254,92,11.40%,5.40%,0.049,0.263,0.247,0.339,0.296,0.314,83,-8.6,-97.3,-54.3,-0.8,1014389
John O'Brien,- - -,501,2141,486,12,246,229,45,7.20%,4.40%,0.061,0.281,0.254,0.322,0.316,0.313,76,-9.5,-90.3,-4.8,-0.8,1009696
Pete LaCock,- - -,715,1945,444,27,214,224,8,9.40%,8.80%,0.109,0.269,0.257,0.326,0.366,0.312,87,-1.1,-30.1,-41.4,-0.8,1007238
Benny Bengough,- - -,411,1206,287,0,83,108,2,5.10%,3.70%,0.062,0.266,0.255,0.295,0.317,0.287,58,-3,-72.9,19.3,-0.8,1000832
Curtis Goodwin,- - -,431,1138,251,3,129,56,66,7.60%,19.40%,0.054,0.312,0.248,0.307,0.302,0.279,58,0.8,-61.6,15.7,-0.8,1004863
Josh Wilson,- - -,431,1190,251,10,104,84,14,4.50%,20.80%,0.089,0.286,0.229,0.28,0.319,0.269,63,-1.4,-54.2,5.5,-0.8,2102
Al Newman,- - -,854,2409,476,1,264,156,91,9.80%,8.80%,0.04,0.249,0.226,0.304,0.266,0.268,61,-4.7,-114.7,29.7,-0.8,1009539
Hal Lanier,- - -,1196,3940,843,8,297,273,11,3.50%,11.10%,0.047,0.255,0.228,0.255,0.275,0.238,49,-0.9,-227.5,97.8,-0.8,1007324
Curt Simmons,- - -,597,1256,194,1,93,76,2,4.70%,22.50%,0.025,0.226,0.171,0.213,0.196,0.193,8,0.4,-138.6,91.8,-0.8,1011980
Jim Bunning,- - -,601,1401,213,7,82,75,0,2.40%,25.80%,0.039,0.226,0.167,0.188,0.206,0.18,6,-0.5,-154.4,104.1,-0.8,1001653
Steve Rogers,Expos,406,1045,122,0,47,39,1,5.80%,25.60%,0.014,0.199,0.138,0.195,0.152,0.169,-3,-0.5,-123.9,83.2,-0.8,1011138
Heinie Sand,Phillies,848,3529,781,18,457,251,21,10.80%,9.60%,0.087,0.285,0.258,0.343,0.344,0.329,75,4,-109.8,-13.4,-0.9,1011425
Carmen Castillo,- - -,631,1640,383,55,190,197,15,5.50%,17.70%,0.166,0.277,0.252,0.298,0.418,0.316,92,-1.7,-16.2,-46.1,-0.9,1002059
Al Kozar,- - -,285,1101,252,6,118,94,6,8.70%,7.80%,0.08,0.273,0.254,0.321,0.334,0.312,74,-0.4,-37.2,-9.6,-0.9,1007130
Carlos Garcia,- - -,610,2359,580,33,274,197,73,4.90%,14.40%,0.108,0.3,0.266,0.307,0.374,0.301,77,0.2,-67.2,-21,-0.9,1004496
Mark Christman,- - -,911,3353,781,19,294,348,17,6.50%,5.30%,0.07,0.264,0.253,0.306,0.324,0.3,71,-4.8,-126.6,2.7,-0.9,1002218
Merv Shea,- - -,439,1400,263,5,105,115,8,13.50%,10.40%,0.057,0.246,0.22,0.327,0.277,0.297,63,-0.7,-71.3,12.6,-0.9,1011833
Morgan Murphy,- - -,566,2154,443,10,247,227,53,7.30%,13.50%,0.056,0.269,0.225,0.287,0.281,0.281,59,-6.8,-147.8,37.7,-0.9,1009372
Eric Yelding,- - -,368,1085,242,3,122,67,89,6.50%,16.30%,0.05,0.291,0.244,0.292,0.294,0.267,66,1.4,-41.6,-4.4,-0.9,1014335
Chico Ruiz,- - -,565,1255,276,2,133,69,34,4.60%,13.10%,0.055,0.276,0.24,0.279,0.295,0.26,59,1.4,-56.6,7.2,-0.9,1011298
Deacon Phillippe,- - -,377,1064,185,3,96,90,4,4.60%,11.10%,0.045,0.25,0.189,0.236,0.234,0.231,42,-4.7,-80.5,34.5,-0.9,1010287
Tommy Bridges,Tigers,424,1142,181,0,83,72,0,6.50%,23.70%,0.043,0.247,0.18,0.237,0.223,0.222,20,-0.3,-125.9,75.9,-0.9,1001421
Bob Feller,Indians,570,1485,193,8,99,99,1,6.70%,34.00%,0.061,0.241,0.151,0.214,0.211,0.206,15,-0.8,-162.6,102.4,-0.9,1003975
Fresco Thompson,- - -,669,2856,762,13,400,249,69,7.50%,5.00%,0.1,0.312,0.298,0.353,0.398,0.348,85,12.2,-47.8,-55.1,-1,1013008
Hal Rice,- - -,424,1283,307,19,129,162,1,7.30%,10.40%,0.112,0.279,0.26,0.314,0.372,0.317,80,-1.8,-35.1,-16.8,-1,1010896
Oswaldo Arcia,- - -,288,1075,231,44,103,131,3,7.10%,31.50%,0.187,0.31,0.235,0.298,0.422,0.313,96,-2,-7.1,-38.2,-1,10306
Todd Greene,- - -,536,1657,397,71,181,217,5,4.00%,20.00%,0.191,0.277,0.252,0.286,0.444,0.312,80,-4.6,-49.1,-19.2,-1,1450
Norm McMillan,- - -,413,1498,353,6,157,147,36,6.30%,8.90%,0.091,0.285,0.26,0.313,0.352,0.311,69,4.4,-59.4,-1,-1,1008642
Marty Bergen,Beaneaters,344,1355,339,10,180,176,24,3.80%,8.40%,0.081,0.283,0.265,0.299,0.347,0.308,71,-4.1,-63.6,-0.6,-1,1000873
Bill Cissell,- - -,956,3998,990,29,516,423,113,5.30%,6.30%,0.093,0.28,0.267,0.308,0.36,0.308,72,-6.8,-161.4,6.4,-1,1002247
Josh Rutledge,- - -,370,1206,284,20,156,111,24,5.90%,22.80%,0.126,0.325,0.258,0.31,0.384,0.305,77,8.8,-23.9,-22.6,-1,11167
Earle Gardner,Highlanders,273,1037,249,1,105,108,38,4.80%,,0.041,,0.263,0.305,0.304,0.298,76,0.3,-29.2,-15,-1,1004522
Coco Laboy,Expos,420,1374,291,28,108,166,0,7.10%,16.00%,0.12,0.26,0.233,0.289,0.354,0.29,75,-1.6,-43.1,-14.9,-1,1007231
Chico Fernandez,- - -,856,3079,666,40,270,259,68,6.90%,11.00%,0.09,0.258,0.24,0.292,0.329,0.279,65,3.6,-127.5,25.1,-1,1003994
Silver King,- - -,419,1477,259,4,182,135,24,11.20%,17.70%,0.069,0.239,0.198,0.29,0.267,0.279,68,-11.1,-87.5,10.5,-1,1006943
Alfredo Griffin,- - -,1962,7331,1688,24,759,527,191,4.60%,9.10%,0.07,0.271,0.249,0.285,0.319,0.271,65,-16,-315.6,70.5,-1,1005036
Marty Martinez,- - -,436,1038,230,0,97,57,7,6.70%,10.30%,0.043,0.273,0.243,0.296,0.287,0.268,70,-1,-35,-9.6,-1,1008181
Slim Sallee,- - -,476,1031,158,2,57,52,2,4.50%,20.80%,0.028,0.235,0.171,0.213,0.199,0.204,24,-2.7,-90.2,48.7,-1,1011385
Phil Niekro,Braves,732,1707,260,7,80,109,0,1.00%,18.40%,0.042,0.206,0.169,0.183,0.211,0.18,0,-0.2,-193.8,130.2,-1,1009583
Mike Jacobs,- - -,569,2140,493,100,248,312,5,7.90%,23.00%,0.22,0.287,0.253,0.313,0.473,0.335,100,-12.3,-12.5,-69.1,-1.1,2231
Frank Bonner,- - -,246,1026,244,4,115,115,28,5.40%,7.70%,0.076,0.283,0.257,0.305,0.333,0.307,73,-1.4,-40.7,-9.2,-1.1,1001174
Fred Marsh,- - -,464,1378,296,10,148,96,13,9.10%,12.40%,0.072,0.271,0.239,0.31,0.311,0.293,69,-1.9,-54.2,-2.3,-1.1,1008139
Mike Squires,White Sox,779,1779,411,6,211,141,45,8.00%,6.10%,0.058,0.274,0.26,0.321,0.318,0.293,78,-2.3,-47.1,-19.9,-1.1,1012371
Neil Berry,- - -,442,1230,265,0,148,74,11,9.20%,8.50%,0.042,0.27,0.244,0.317,0.286,0.291,63,-2.5,-60.6,9.1,-1.1,1000909
Reno Bertoia,- - -,612,1957,425,27,204,171,16,7.30%,12.90%,0.092,0.267,0.244,0.303,0.336,0.288,71,-1.9,-70.9,0.9,-1.1,1000917
Mike Guerra,- - -,565,1750,382,9,168,168,25,7.50%,7.00%,0.061,0.257,0.242,0.3,0.303,0.288,64,-0.2,-78.4,9.6,-1.1,1005119
Rey Quinones,- - -,451,1668,373,29,173,159,5,5.30%,14.40%,0.114,0.269,0.243,0.287,0.357,0.287,73,-4,-57.3,-9,-1.1,1010615
Ronny Cedeno,- - -,875,2792,629,40,265,239,39,5.20%,20.30%,0.108,0.299,0.245,0.289,0.353,0.28,68,-4.4,-115.2,14,-1.1,2179
Eddie Leon,- - -,600,2092,440,24,165,159,7,7.50%,17.10%,0.077,0.279,0.236,0.296,0.313,0.28,69,-4,-76.9,2.8,-1.1,1007539
Dave Campbell,- - -,428,1389,267,20,128,89,29,7.30%,18.30%,0.097,0.251,0.213,0.272,0.311,0.267,65,-0.6,-57.7,1.2,-1.1,1001876
Jeff Mathis,- - -,753,2426,429,47,212,244,10,6.60%,27.80%,0.112,0.258,0.197,0.254,0.309,0.248,49,1.3,-147.7,58.3,-1.1,3448
Bill Donovan,- - -,458,1440,251,7,142,93,36,5.30%,40.00%,0.056,0.25,0.193,0.241,0.249,0.24,50,0.1,-82.3,22.9,-1.1,1003393
Larry Jackson,- - -,599,1192,170,2,77,48,2,3.40%,26.00%,0.037,0.216,0.156,0.19,0.193,0.177,2,-0.4,-137,87.5,-1.1,1006304
Yasmany Tomas,Diamondbacks,305,1169,295,48,131,163,7,5.20%,25.30%,0.194,0.325,0.268,0.307,0.462,0.327,98,-5.7,-8.5,-39.6,-1.2,17171
Ray Coleman,- - -,559,1902,446,20,208,199,19,7.80%,8.30%,0.116,0.275,0.258,0.318,0.374,0.321,80,-4.2,-51.3,-22.1,-1.2,1002431
Lee King,- - -,411,1306,294,15,134,144,16,6.30%,13.40%,0.119,0.279,0.247,0.299,0.366,0.314,85,-3.1,-24.9,-29.1,-1.2,1006935
Marv Rickert,- - -,402,1248,284,19,139,145,4,7.10%,12.90%,0.104,0.273,0.247,0.302,0.352,0.307,78,0,-35.5,-17.4,-1.2,1010938
Todd Benzinger,- - -,924,3106,733,66,316,376,21,5.80%,17.80%,0.129,0.294,0.257,0.301,0.386,0.302,85,-8,-60.7,-51,-1.2,1000859
Felix Pie,- - -,425,1082,244,17,132,99,21,6.50%,21.00%,0.123,0.3,0.246,0.295,0.369,0.293,73,2.9,-33.3,-13.4,-1.2,3751
Tony Muser,- - -,663,1389,329,7,123,117,14,6.80%,9.90%,0.063,0.284,0.259,0.309,0.323,0.29,81,-1.9,-31.2,-23.6,-1.2,1009403
Carroll Hardy,- - -,433,1260,251,17,172,113,13,9.50%,17.60%,0.106,0.264,0.225,0.302,0.33,0.289,73,-2.7,-44.1,-5.2,-1.2,1005349
Skeeter Newsome,- - -,1128,4087,910,9,381,292,67,6.00%,4.70%,0.059,0.256,0.245,0.293,0.304,0.285,61,-2.8,-213.3,57.9,-1.2,1009548
Hal Janvrin,- - -,759,2515,515,6,250,210,79,6.80%,7.90%,0.055,0.254,0.232,0.292,0.287,0.283,73,-4.7,-83,-14.5,-1.2,1006361
Abraham Nunez,- - -,1030,2804,601,18,286,209,38,8.90%,15.90%,0.072,0.287,0.242,0.313,0.314,0.282,64,-4.7,-136.3,29.9,-1.2,1420
Rafael Bournigal,- - -,365,1035,234,4,104,85,12,5.70%,6.20%,0.067,0.265,0.251,0.301,0.318,0.28,64,0.2,-48.8,-0.1,-1.2,1001239
Jorge Fabregas,- - -,646,1994,441,23,153,211,4,5.70%,10.90%,0.074,0.26,0.241,0.284,0.315,0.266,53,-1.8,-125.1,43.9,-1.2,12
Bobby Wine,- - -,1164,3467,682,30,249,268,7,6.20%,15.50%,0.071,0.249,0.215,0.264,0.286,0.245,51,-0.5,-194.4,71,-1.2,1014124
Rafael Belliard,- - -,1154,2524,508,2,217,142,43,5.40%,15.20%,0.039,0.263,0.221,0.27,0.259,0.241,44,1.1,-167,73.1,-1.2,1000811
Bill Dineen,- - -,417,1271,219,1,99,60,29,6.30%,,0.027,,0.192,0.252,0.219,0.236,45,-1.5,-87,30.2,-1.2,1003317
Ed Kennedy,- - -,299,1157,225,5,142,23,1,4.10%,,0.055,,0.204,0.239,0.259,0.233,73,0,-45.7,-13.1,-1.2,1006838
Howard Ehmke,- - -,429,1088,210,0,71,73,5,2.40%,10.20%,0.05,0.234,0.208,0.228,0.258,0.228,24,0.8,-108.4,58.2,-1.2,1003707
Don Sutton,- - -,611,1559,195,0,64,64,1,3.80%,23.40%,0.013,0.197,0.144,0.183,0.157,0.162,-1,0.4,-178.1,117.1,-1.2,1012745
Glenn Adams,- - -,661,1765,452,34,152,225,6,6.30%,10.40%,0.118,0.295,0.28,0.324,0.398,0.323,96,-2,-9.4,-59.1,-1.3,1000052
Leo Norris,Phillies,270,1055,252,20,109,112,7,5.70%,12.50%,0.13,0.286,0.262,0.307,0.392,0.32,72,1,-36.8,-11.7,-1.3,1009636
Nippy Jones,- - -,412,1470,369,25,146,209,4,4.80%,6.90%,0.115,0.274,0.267,0.304,0.382,0.317,80,0,-37.2,-23.5,-1.3,1006578
Hack Simmons,- - -,305,1076,234,2,115,102,28,7.90%,7.00%,0.07,0.275,0.246,0.318,0.317,0.312,82,0.3,-23,-24.9,-1.3,1011981
Bill Gray,- - -,292,1147,250,1,126,141,23,6.20%,5.70%,0.073,0.271,0.242,0.303,0.315,0.302,74,-3.1,-45.5,-10.4,-1.3,1005031
Chico Walker,- - -,526,1351,299,17,150,116,67,8.10%,15.70%,0.084,0.281,0.246,0.305,0.329,0.288,74,5.6,-36.2,-21.7,-1.3,1013509
Brayan Pena,- - -,638,1950,468,23,136,164,6,5.40%,11.00%,0.092,0.28,0.259,0.299,0.351,0.286,75,-28.5,-86.1,10.8,-1.3,3231
Rip Cannell,Beaneaters,254,1008,221,0,84,54,27,7.30%,,0.032,,0.242,0.302,0.274,0.283,78,-1.5,-26.5,-20.3,-1.3,1001914
Jimmy Stewart,- - -,777,1602,336,8,164,112,38,8.70%,13.60%,0.068,0.272,0.237,0.306,0.305,0.279,71,0.5,-51.6,-13.6,-1.3,1012522
Fritz Mollwitz,- - -,534,1904,420,1,138,158,70,4.40%,6.90%,0.052,0.261,0.241,0.278,0.294,0.278,71,4.3,-53.7,-15.7,-1.3,1009042
Roy Schalk,- - -,282,1238,259,2,100,109,8,6.40%,7.70%,0.049,0.253,0.233,0.285,0.281,0.274,64,-2.9,-53.5,2.2,-1.3,1011518
Amos Rusie,- - -,487,1763,428,8,209,176,25,1.50%,11.60%,0.072,0.277,0.247,0.261,0.319,0.273,61,-7.5,-116.1,30,-1.3,1011308
Roberto Pena,- - -,587,2064,467,13,174,154,10,5.50%,11.40%,0.065,0.272,0.245,0.29,0.31,0.273,72,-3.9,-70,-12.1,-1.3,1010152
Elton Chamberlain,- - -,332,1143,213,9,114,110,27,7.40%,13.30%,0.084,0.24,0.203,0.267,0.286,0.269,62,-4.6,-72.1,10.1,-1.3,1002122
Dick Billings,- - -,400,1345,280,16,101,142,6,6.50%,15.40%,0.076,0.259,0.227,0.281,0.304,0.268,70,-2.8,-47.3,-6.4,-1.3,1000968
Harry Smith,- - -,343,1103,214,2,83,89,23,5.00%,8.90%,0.042,0.258,0.213,0.262,0.255,0.255,57,-1.7,-57.9,7.7,-1.3,1012150
Cherokee Fisher,- - -,252,1167,273,3,179,136,6,1.00%,2.80%,0.049,0.241,0.236,0.244,0.286,0.243,75,-4.1,-61.6,-9.8,-1.3,1004078
Jerry Zimmerman,- - -,483,1118,203,3,60,72,1,7.00%,13.80%,0.035,0.238,0.204,0.269,0.239,0.233,42,-0.3,-74.2,32.6,-1.3,1014445
Brett Wallace,- - -,494,1440,305,40,143,138,2,8.30%,30.00%,0.151,0.325,0.238,0.316,0.389,0.31,94,-8.8,-20.1,-39,-1.4,8434
Brennan Boesch,- - -,481,1713,394,48,192,195,22,6.40%,20.10%,0.15,0.289,0.25,0.303,0.4,0.307,89,4.4,-17.5,-52.3,-1.4,914
Matt LaPorta,Indians,291,1068,230,31,106,120,3,7.70%,20.90%,0.155,0.276,0.238,0.301,0.393,0.306,90,-10.5,-23,-25.8,-1.4,2280
Adrian Brown,- - -,447,1272,293,11,166,86,45,8.60%,12.70%,0.082,0.292,0.258,0.325,0.34,0.301,73,1.7,-41.5,-13.7,-1.4,985
Hal Jeffcoat,- - -,918,2131,487,26,249,188,49,5.30%,13.60%,0.106,0.279,0.248,0.291,0.355,0.299,70,7.4,-73,-9.7,-1.4,1006377
Dick Cole,- - -,456,1380,303,2,106,107,2,9.60%,9.00%,0.063,0.275,0.249,0.322,0.312,0.298,68,0.3,-54.7,-1.4,-1.4,1002414
Pat Carney,Beaneaters,338,1368,308,3,142,131,43,6.20%,,0.054,,0.247,0.304,0.3,0.295,83,-0.3,-28.4,-32.2,-1.4,1001975
David Hulse,- - -,423,1370,336,5,207,103,69,5.50%,14.90%,0.071,0.311,0.266,0.307,0.337,0.289,69,7,-49.5,-11.1,-1.4,1006176
Mike Caruso,- - -,281,1140,294,7,144,90,34,3.10%,6.70%,0.064,0.289,0.274,0.302,0.339,0.287,65,-2.5,-55,0.1,-1.4,595
Jimmy Paredes,- - -,332,1012,239,20,104,100,19,4.80%,28.40%,0.118,0.336,0.251,0.286,0.369,0.286,77,3.4,-24.3,-21.8,-1.4,5481
Bill Atwood,Phillies,342,1070,220,7,82,112,4,8.70%,8.30%,0.073,0.246,0.229,0.299,0.302,0.286,58,0.3,-54.8,6.2,-1.4,1000357
Steve Jeltz,- - -,727,2041,367,5,183,130,18,12.20%,16.80%,0.058,0.257,0.21,0.308,0.268,0.265,61,-1.2,-92.2,13,-1.4,1006387
Pedro Munoz,- - -,517,1832,467,67,203,252,11,5.50%,22.80%,0.171,0.324,0.273,0.315,0.444,0.334,99,-2,-3.7,-71.7,-1.5,1009331
Harry Davis,- - -,327,1398,320,7,205,123,21,10.90%,6.20%,0.101,0.28,0.264,0.347,0.364,0.333,83,-3.3,-36.5,-28.9,-1.5,1003054
Whitey Platt,- - -,333,1094,256,13,117,147,2,7.40%,11.20%,0.114,0.28,0.255,0.314,0.369,0.321,79,-4.7,-33.2,-17.8,-1.5,1010392
Randall Simon,- - -,537,1717,455,49,172,237,2,4.80%,8.60%,0.139,0.285,0.283,0.32,0.422,0.319,91,-8.8,-28,-44.7,-1.5,497
Domonic Brown,Phillies,493,1748,391,54,188,229,23,7.90%,18.10%,0.159,0.273,0.246,0.305,0.405,0.31,94,-2.1,-13.5,-53.1,-1.5,3154
Carl Lind,Indians,256,1081,267,1,131,74,9,5.30%,7.30%,0.067,0.295,0.272,0.313,0.339,0.305,67,-2.2,-50.7,-5.4,-1.5,1007615
Pete Suder,Athletics,1421,5473,1268,49,469,541,19,5.30%,8.30%,0.088,0.266,0.249,0.29,0.337,0.294,67,-7.7,-227.8,32.1,-1.5,1012669
Yuniesky Betancourt,- - -,1156,4278,1057,80,437,457,30,3.30%,10.20%,0.127,0.273,0.261,0.285,0.388,0.292,77,-13.8,-132.3,-22.6,-1.5,8585
Scott Bradley,- - -,604,1801,424,18,149,184,3,5.80%,6.10%,0.086,0.263,0.257,0.302,0.343,0.288,73,-2.4,-58.9,-15.8,-1.5,1001315
Matt Dominguez,- - -,362,1369,294,42,123,152,0,4.80%,18.20%,0.14,0.253,0.231,0.273,0.371,0.283,77,-13.8,-48.7,-9.2,-1.5,4903
Jack Dunn,- - -,490,1772,397,1,197,164,55,4.70%,,0.047,,0.245,0.287,0.292,0.281,69,0.3,-75.1,-9.3,-1.5,1003573
Pedro Garcia,- - -,558,1967,395,37,196,184,35,5.20%,16.70%,0.128,0.247,0.22,0.267,0.348,0.279,71,-2.6,-64.9,-13.9,-1.5,1004508
Mickey Grasso,- - -,322,1051,216,5,78,87,2,7.70%,10.30%,0.042,0.25,0.226,0.291,0.268,0.268,54,0.5,-58.7,9.9,-1.5,1004956
Curtis Wilkerson,- - -,972,2651,600,8,272,179,81,5.20%,15.20%,0.06,0.288,0.245,0.286,0.305,0.268,62,-1.5,-119.1,18.7,-1.5,1013951
Joe Dolan,- - -,323,1257,247,6,140,122,28,5.70%,6.90%,0.068,0.213,0.214,0.27,0.282,0.268,55,-2.1,-85,17.8,-1.5,1003363
Brad Wellman,- - -,441,1015,214,6,97,77,26,5.80%,17.30%,0.056,0.277,0.231,0.28,0.287,0.26,62,-0.9,-45.1,-2.2,-1.5,1013765
Alberto Gonzalez,- - -,427,1023,227,4,97,91,2,4.40%,12.70%,0.076,0.269,0.239,0.275,0.315,0.26,56,-6.7,-59.5,12.5,-1.5,4906
Julio Gonzalez,- - -,370,1038,228,4,90,66,13,3.50%,12.70%,0.062,0.268,0.235,0.269,0.297,0.256,60,0.6,-47.8,-1,-1.5,1004838
George Zettlein,- - -,255,1108,232,0,142,106,8,0.40%,3.20%,0.023,0.217,0.21,0.213,0.233,0.207,57,2.1,-88.9,16.4,-1.5,1014433
Fred Brickell,- - -,501,1581,407,6,221,131,19,6.70%,7.70%,0.081,0.304,0.281,0.335,0.363,0.324,74,3.4,-56.4,-13.8,-1.6,1001414
Al Nixon,- - -,422,1447,372,7,180,118,19,4.60%,5.30%,0.08,0.289,0.277,0.314,0.356,0.313,74,0,-48.7,-17,-1.6,1009606
Von Joshua,- - -,822,2375,610,30,277,184,55,4.50%,14.20%,0.107,0.308,0.273,0.306,0.38,0.307,88,-4,-35.7,-58.3,-1.6,1006629
Craig Shipley,- - -,582,1433,364,20,155,138,33,3.30%,13.30%,0.1,0.301,0.271,0.302,0.371,0.297,79,-0.7,-37.1,-26.1,-1.6,1011906
Aleck Smith,- - -,287,1012,252,1,107,130,37,2.60%,,0.058,,0.264,0.288,0.321,0.291,69,1.2,-40.4,-12.4,-1.6,1012087
Pinky Pittenger,- - -,373,1038,252,1,118,83,27,3.60%,4.80%,0.043,0.276,0.263,0.294,0.306,0.283,55,1.5,-62.2,10.9,-1.6,1010375
Jack Dittmer,- - -,395,1312,283,24,117,136,2,5.90%,7.80%,0.101,0.237,0.232,0.28,0.333,0.282,67,0.9,-52.8,-4.5,-1.6,1003329
Kid Nichols,- - -,649,2258,471,16,273,278,19,6.10%,16.00%,0.074,0.27,0.226,0.277,0.3,0.28,59,-12,-151,39.5,-1.6,1009564
Tomas Perez,- - -,789,2074,455,24,205,180,6,6.30%,16.40%,0.102,0.28,0.24,0.29,0.342,0.276,61,1.5,-105.2,17.7,-1.6,965
Tom Egan,- - -,373,1084,196,22,74,91,3,7.40%,31.00%,0.099,0.278,0.2,0.266,0.299,0.262,62,0.4,-44,-4.5,-1.6,1003702
Carl Hubbell,Giants,535,1397,246,4,95,101,1,2.40%,12.30%,0.036,0.218,0.191,0.212,0.227,0.205,14,-0.1,-155.4,93,-1.6,1006123
Bill Lee,- - -,467,1098,165,5,59,71,1,3.80%,16.10%,0.035,0.201,0.168,0.204,0.203,0.195,8,-0.1,-123.6,72.7,-1.6,1007447
Denny Sothern,- - -,357,1467,379,19,219,115,38,5.70%,9.30%,0.114,0.3,0.28,0.325,0.394,0.329,72,7.1,-51.2,-16.5,-1.7,1012287
Earl McNeely,- - -,683,2538,614,4,369,213,69,7.20%,7.40%,0.082,0.296,0.272,0.335,0.354,0.325,78,-3.5,-77.4,-32.7,-1.7,1008666
Johnny Berardino,- - -,912,3357,755,36,334,387,27,8.50%,8.00%,0.106,0.264,0.249,0.316,0.355,0.316,76,-7.5,-110.3,-23.8,-1.7,1000861
Alex Cintron,- - -,680,2217,565,33,244,222,18,5.10%,10.40%,0.119,0.294,0.275,0.313,0.394,0.307,78,1.2,-61.9,-29.5,-1.7,50
Rip Russell,- - -,425,1522,344,29,133,192,4,5.50%,9.30%,0.111,0.256,0.245,0.289,0.356,0.3,75,-0.2,-44.5,-19.1,-1.7,1011322
Eric Munson,- - -,361,1186,226,49,97,147,4,8.80%,19.70%,0.18,0.225,0.214,0.289,0.394,0.296,78,-1.3,-35.2,-22.9,-1.7,481
